Name,Category,Rating,Reviews,Location_Area,Has_Website
Luxo Spa | Massage Centre | Massage Spa,Massage Spa,4.6,80,"Chennai, Greater Chennai",1
Green Day Spa - Egmore | க்ரின் டே ஸ்பா | Best Spa In Chennai | Turkish Hammam Spa,Massage Spa,3.9,411,"Chennai, Greater Chennai",1
Green Day Spa - Kilpauk | Abu palace hotel | Best Spa in Chennai | க்ரின் டே ஸ்பா,Massage Spa,4.1,94,"Chennai, Greater Chennai",1
OZ THE PURPLE ORCHID SPA - EGMORE,Massage Spa,4.7,118,"Chennai, Greater Chennai",1
Green Leaf Thai Therapy & Spa Centre,Spa,4.5,223,"Chennai, Greater Chennai",1
Amrit Pharmacy,Pharmacy,4.5,4,"Chennai, Greater Chennai",0
Vema Medicals,Pharmacy,5.0,3,"Chennai, Greater Chennai",0
stopandshop,Pharmacy,5.0,1,"Chennai, Greater Chennai",0
Medimak Pharma,Pharmacy,0.0,0,"Chennai, Greater Chennai",0
R2B Makeup Studio ( beauty parlour),Beauty Salon,4.8,71,"Chennai, Greater Chennai",1
Top 1 Hair style,Hair Salon,4.8,71,"Chennai, Greater Chennai",0
SRI SHUBH BOUTIQUE,Women'S Clothing Store,4.8,102,"Chennai, Greater Chennai",0
Snipes Mens Wear Broadway,Clothing Store,4.9,3943,"Chennai, Greater Chennai",1
Attidude Garments - Broadway,Clothing Store,4.8,177,"Chennai, Greater Chennai",1
SR Fashion's,Men'S Clothing Store,4.9,61,"Chennai, Greater Chennai",0
Monsieur Vogue Clothing,Clothing Store,4.9,107,"Chennai, Greater Chennai",1
Gurukrupa fashion,Clothing Store,4.8,152,"Chennai, Greater Chennai",0
Arihant fabrics,Men'S Clothing Store,4.8,116,"Chennai, Greater Chennai",0
Bingo Boutique,Boutique,4.9,707,"Chennai, Greater Chennai",0
ILYZLY parrys,Clothing Store,4.8,806,"Chennai, Greater Chennai",1
Attidude Garments - Sowcarpet,Clothing Store,4.9,180,"Chennai, Greater Chennai",1
Starlight Clothing - Mens Causal and Readymades,Clothing Store,5.0,24,"Chennai, Greater Chennai",0
Aap ki Pasand,Women'S Clothing Store,4.5,32,"Chennai, Greater Chennai",0
Kamal Fashion World,Clothing Store,3.7,196,"Chennai, Greater Chennai",1
Micki Fashion,Women'S Clothing Store,3.9,1521,"Chennai, Greater Chennai",1
Maruthi Fashion,Women'S Clothing Store,4.8,28,"Chennai, Greater Chennai",0
T.Mangharam - The Fabric People,Clothing Store,4.2,3263,"Chennai, Greater Chennai",1
The Hair Saloon,Hair Salon,3.0,1,"Chennai, Greater Chennai",0
Patni Fashions,Clothing Store,4.1,253,"Chennai, Greater Chennai",1
Joonus Sait & Sons,Clothing Store,3.9,384,"Chennai, Greater Chennai",1
"Mizaj – Suits Your Perfection- Parry's, Chennai",Men'S Clothing Store,4.9,3572,"Chennai, Greater Chennai",1
Green Moda,Designer Clothing Store,4.2,46,"Chennai, Greater Chennai",0
MORNI COUTURE (Best Designer Bridal Lehenga And Groom Shop in Sowcarpet_Bridal Store),Designer Clothing Store,4.3,1077,"Chennai, Greater Chennai",1
"Volume - Kurti Shop, Churidar Sets",Women'S Clothing Store,4.1,20,"Chennai, Greater Chennai",0
Godown Street,Clothing Store,4.1,549,"Chennai, Greater Chennai",0
Cake Square Sowcarpet-Cake Shop & Birthday Cake-eggless cake shop,Cake Shop,4.7,119,"Chennai, Greater Chennai",1
Cake & delights,Bakery,4.8,57,"Chennai, Greater Chennai",0
Darshana's Home Pastries,Bakery,4.9,27,"Chennai, Greater Chennai",0
The Brownie Studio,Bakery,4.4,80,"Chennai, Greater Chennai",1
G. Gopaul Dairy,Bakery,4.4,491,"Chennai, Greater Chennai",0
Treatzelle,Bakery,4.8,32,"Greater Chennai, Chennai",0
CHANDRIKAS BAKERY AND SWEETS parrys,Bakery,4.1,389,"Chennai, Greater Chennai",0
CAKE PARK,Bakery,3.9,108,"Chennai, Greater Chennai",1
Bakers Spring,Bakery,4.5,180,"Chennai, Greater Chennai",1
Cake Square Pulianthope - Cake Shops in Chennai - Wedding Cakes,Cake Shop,4.9,168,"Chennai, Greater Chennai",1
"Theobroma Bakery and Cake Shop - Royapuram, Chennai",Bakery,4.7,120,"Chennai, Greater Chennai",1
"Mamallan Bakery House ( Sweets, Savouries & Ice Creams",Bakery,4.2,5,"Chennai, Greater Chennai",0
Cks Bakery Washermanpet - Cake Shop,Bakery,4.8,148,"Chennai, Greater Chennai",1
SHRREE JEE FASHIONS,Clothing Store,4.2,125,"Chennai, Greater Chennai",0
AFTER,Men'S Clothing Store,3.9,68,"Chennai, Greater Chennai",0
Jesima Fashion Park,Clothing Store,4.4,23,"Chennai, Greater Chennai",0
"Karishma (chudidar, salwar & kurtis, 3pc set, 2pc set, Gowns chennai wholesale & retail boutique)",Wholesaler,4.2,61,"Chennai, Greater Chennai",0
Surplus Collections,Women'S Clothing Store,4.6,68,"Chennai, Greater Chennai",0
LABELS Surplus Store,Clothing Store,4.3,68,"Chennai, Greater Chennai",1
MERCY COLLECTION - Clothing Store in Sowcarpet | Bose Road,Clothing Store,4.6,18,"Chennai, Greater Chennai",1
UNIQUE CLOTHING,Clothing Store,5.0,5,"Chennai, Greater Chennai",0
President the men's gallery,Clothing Wholesaler,4.2,25,"Chennai, Greater Chennai",0
Panchi fashion,Women'S Clothing Store,4.5,11,"Chennai, Greater Chennai",0
CARMEL Fashion,Men'S Clothing Store,4.5,2,"Chennai, Greater Chennai",0
Teens fashion,Men'S Clothing Store,4.4,8,"Chennai, Greater Chennai",0
Writer's Café,Cafe,4.4,7750,"Chennai, Greater Chennai",1
The Brew Room,Coffee Shop,4.4,3524,"Chennai, Greater Chennai",0
Coffee? Since 1999,Cafe,4.4,1526,"Chennai, Greater Chennai",0
"KUP Coffee Roasters, Nungambakkam",Cafe,4.2,546,"Chennai, Greater Chennai",1
Wild Gardencafe,Cafe,4.3,8080,"Chennai, Greater Chennai",1
Bask by Coffee?,Cafe,4.4,1846,"Chennai, Greater Chennai",1
SLAM Lifestyle and Fitness Studio - Washermenpet,Gym,4.6,547,"Chennai, Greater Chennai",1
Transform 365 CrossFit & Fitness Studio,Gym,4.9,1115,"Chennai, Greater Chennai",0
Strength culture,Gym,5.0,69,"Chennai, Greater Chennai",0
PUSH2MAX 3D FITNESS,Gym,4.8,88,"Chennai, Greater Chennai",1
Fitness First Studio Ladies Gym,Gym,4.7,87,"Chennai, Greater Chennai",0
New Moulana Bakery,Bakery,4.2,59,"Chennai, Greater Chennai",0
CHAMS BAKERY,Bakery,0.0,0,"Chennai, Greater Chennai",0
Acharya Dental,Dental Clinic,4.8,1082,"Chennai, Greater Chennai",1
